time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-05T15:11:56.030Z,-6.6532,102.4708,10,4.9,mb,,95,2.328,0.65,us,us10004ux3,2016-03-05T23:14:24.474Z,"226km SW of Biha, Indonesia",earthquake,8.1,1.9,0.088,41,reviewed,us,us
2016-03-05T02:41:24.500Z,-4.473,94.4073,14.3,4.8,mb,,148,6.553,0.6,us,us10004uvv,2016-03-05T10:43:55.296Z,"Southwest of Sumatra, Indonesia",earthquake,9.6,5,0.091,37,reviewed,us,us
2016-03-05T00:33:23.350Z,41.6745,144.1459,24.2,5.1,mb,,73,0.813,0.65,us,us10004uv6,2016-03-05T08:36:06.355Z,"145km S of Kushiro, Japan",earthquake,7.3,4.3,0.028,418,reviewed,us,us
2016-03-04T20:20:54.130Z,-4.1862,94.415,9,5.1,mb,,39,6.302,0.82,us,us10004uta,2016-03-06T18:04:09.040Z,"Southwest of Sumatra, Indonesia",earthquake,8.5,3.1,0.051,127,reviewed,us,us
2016-03-04T18:58:31.650Z,-20.6628,-71.0569,27.18,4.5,mwr,,134,0.86,1.35,us,us10004usk,2016-03-05T17:20:13.159Z,"107km WSW of Iquique, Chile",earthquake,4.9,4.8,0.05,38,reviewed,us,us
2016-03-04T18:54:26.640Z,-48.9962,106.3216,10,4.8,mb,,80,31.471,0.73,us,us10004usm,2016-03-05T17:04:22.266Z,"Southeast Indian Ridge",earthquake,8.5,1.8,0.115,25,reviewed,us,us
2016-03-04T16:44:01.780Z,-32.6918,-178.3106,35,4.8,mb,,91,3.451,0.61,us,us10004uqd,2016-03-05T00:46:27.609Z,"150km SSE of L'Esperance Rock, New Zealand",earthquake,6.7,2,0.131,18,reviewed,us,us
2016-03-04T08:09:54.050Z,-4.9069,94.5925,13.3,4.8,mb,,78,6.851,0.73,us,us10004umf,2016-03-04T16:12:27.237Z,"Southwest of Sumatra, Indonesia",earthquake,8.8,4.8,0.124,20,reviewed,us,us
2016-03-04T04:25:15.130Z,-21.0199,-178.9302,612.36,5.3,mb,,31,4.327,0.63,us,us10004ulj,2016-03-04T12:27:42.335Z,"47km SSW of Ndoi Island, Fiji",earthquake,10,7.6,0.028,413,reviewed,us,us
2016-03-04T03:59:41.810Z,3.9866,126.746,42.81,4.8,mb,,96,3.253,1.57,us,us10004uld,2016-03-04T12:02:15.243Z,"211km SE of Sarangani, Philippines",earthquake,8.1,7.6,0.078,50,reviewed,us,us
2016-03-03T22:57:58.390Z,-3.1724,148.812,10,4.9,mb,,42,1.828,0.81,us,us10004uji,2016-03-11T02:05:37.157Z,"213km SE of Lorengau, Papua New Guinea",earthquake,6.5,1.8,0.05,124,reviewed,us,us
2016-03-03T22:23:13.460Z,-3.1154,148.6708,10,4.8,mb,,49,1.683,1.09,us,us10004ujd,2016-03-11T01:54:29.238Z,"197km SE of Lorengau, Papua New Guinea",earthquake,7,1.9,0.075,55,reviewed,us,us
2016-03-03T22:18:05.200Z,-3.1485,148.8522,10,4.8,mb,,79,1.846,0.91,us,us10004uj8,2016-03-11T01:45:44.577Z,"215km SE of Lorengau, Papua New Guinea",earthquake,3.5,1.8,0.065,74,reviewed,us,us
2016-03-03T21:58:00.320Z,-3.0984,148.8382,10,5.1,mb,,39,1.805,0.95,us,us10004uj0,2016-03-11T01:34:50.761Z,"210km SE of Lorengau, Papua New Guinea",earthquake,3.8,1.8,0.051,124,reviewed,us,us
2016-03-03T21:47:50.460Z,-3.3311,148.826,10,5.2,mb,,18,1.939,0.95,us,us10004uik,2016-03-11T01:20:54.843Z,"225km SE of Lorengau, Papua New Guinea",earthquake,6,1.8,0.038,231,reviewed,us,us
2016-03-03T20:26:52.660Z,25.4813,124.8057,101.03,4.8,mb,,79,1.916,0.7,us,us10004uhl,2016-03-04T04:29:21.295Z,"89km NNW of Hirara, Japan",earthquake,7.8,6.2,0.044,160,reviewed,us,us
2016-03-03T19:28:31.890Z,-56.4912,-26.9683,95.43,5.2,mb,,46,5.859,0.83,us,us10004ugf,2016-03-04T03:31:13.066Z,"27km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.5,4.6,0.051,125,reviewed,us,us
2016-03-03T18:51:01.240Z,-19.147,-69.2666,111.18,4.7,mb,,82,0.523,0.72,us,us10004ug4,2016-03-04T02:53:42.282Z,"109km SSE of Putre, Chile",earthquake,4.7,4.7,0.106,27,reviewed,us,us
2016-03-03T16:23:07.490Z,4,126.0404,101.35,5,mb,,22,3.083,1.12,us,us10004ue3,2016-03-04T17:03:23.623Z,"167km SSE of Sarangani, Philippines",earthquake,6.4,5.5,0.041,189,reviewed,us,us
2016-03-03T15:56:27.750Z,-22.1961,-179.3533,579.98,4.8,mb,,32,5.055,0.78,us,us10004udy,2016-03-04T16:25:26.389Z,"184km SSW of Ndoi Island, Fiji",earthquake,9.6,6.3,0.05,123,reviewed,us,us
2016-03-03T12:52:59.440Z,-4.8365,94.5895,10,4.7,mb,,99,6.789,0.5,us,us10004ucl,2016-03-03T20:55:32.994Z,"Southwest of Sumatra, Indonesia",earthquake,4.5,1.9,0.118,22,reviewed,us,us
2016-03-03T11:36:27.760Z,35.5933,-3.5422,10,5,mb,,89,2.327,1.5,us,us10004ubk,2016-03-03T13:09:04.089Z,"49km N of Boudinar, Morocco",earthquake,8.2,1.8,0.041,190,reviewed,us,us
2016-03-03T10:09:41.420Z,-16.0928,-74.012,46.59,4.9,mb,,106,4.175,1.4,us,us10004uaq,2016-03-03T18:12:15.209Z,"97km SE of Acari, Peru",earthquake,8.2,5.9,0.053,150,reviewed,us,us
2016-03-03T08:36:32.790Z,-9.7463,125.3111,28.83,5.5,mb,,85,3.228,0.79,us,us10004ua7,2016-03-03T16:38:59.899Z,"77km ESE of Leof, Indonesia",earthquake,8.6,6.5,0.083,51,reviewed,us,us
2016-03-03T08:34:56.620Z,-9.4991,125.1765,27.9,5.6,mb,,32,3.026,1.2,us,us10004u9z,2016-03-03T18:42:38.000Z,"53km SE of Atambua, Indonesia",earthquake,6.1,5,0.064,85,reviewed,us,us
2016-03-03T07:11:15.940Z,31.746,131.4086,53.43,5.2,mb,,54,0.848,0.91,us,us10004u9q,2016-03-03T08:10:48.228Z,"16km NNE of Nichinan, Japan",earthquake,6.4,5.5,0.044,170,reviewed,us,us
2016-03-03T06:31:51.970Z,-14.671,-73.7273,65.09,4.5,mb,,135,4.038,0.77,us,us10004u9f,2016-03-03T14:34:32.787Z,"24km NE of Tambo, Peru",earthquake,6.5,8.6,0.091,35,reviewed,us,us
2016-03-03T06:03:07.800Z,-4.5726,94.323,10,4.7,mb,,66,6.68,0.61,us,us10004u9a,2016-03-03T14:05:42.681Z,"Southwest of Sumatra, Indonesia",earthquake,5.2,1.9,0.11,25,reviewed,us,us
2016-03-03T00:10:50.000Z,-4.829,94.4102,10,5.5,mb,,26,6.863,0.97,us,us10004u8f,2016-03-03T18:24:50.000Z,"Southwest of Sumatra, Indonesia",earthquake,7.7,1.7,0.048,149,reviewed,us,us
2016-03-03T00:03:48.450Z,-26.5692,178.5647,607.32,4.5,mb,,122,8.794,0.91,us,us10004u8c,2016-03-03T08:06:19.347Z,"South of the Fiji Islands",earthquake,15,13.4,0.112,23,reviewed,us,us
2016-03-02T19:07:52.560Z,-30.4624,-176.4325,10,4.9,mb,,68,1.778,0.69,us,us10004u5l,2016-03-03T03:10:30.155Z,"194km SE of Raoul Island, New Zealand",earthquake,8.4,1.8,0.073,59,reviewed,us,us
2016-03-02T18:15:59.580Z,-33.5833,-178.8129,37.4,4.7,mb,,169,4.39,0.4,us,us10004usb,2016-03-04T21:56:46.231Z,"238km S of L'Esperance Rock, New Zealand",earthquake,15.7,10.1,0.153,13,reviewed,us,us
2016-03-02T18:02:21.520Z,-17.613,-178.288,544.02,4.5,mb,,115,3.49,1.04,us,us10004urw,2016-03-04T21:28:30.302Z,"281km ESE of Lambasa, Fiji",earthquake,15.7,11.5,0.096,32,reviewed,us,us
2016-03-02T16:34:14.970Z,-31.0112,59.1301,10,5.4,mb,,64,10.261,0.9,us,us10004u46,2016-03-11T00:57:13.552Z,"Southwest Indian Ridge",earthquake,9.8,1.7,0.057,103,reviewed,us,us
2016-03-02T15:12:07.490Z,-4.5245,94.3553,10.42,5.1,mb,,71,6.623,0.87,us,us10004u2r,2016-03-10T03:16:29.925Z,"Southwest of Sumatra, Indonesia",earthquake,8.2,3.4,0.06,90,reviewed,us,us
2016-03-02T15:10:34.490Z,-14.8215,167.3495,113.71,4.6,mb,,86,0.637,0.96,us,us10004u2p,2016-03-10T03:14:12.099Z,"40km NE of Port-Olry, Vanuatu",earthquake,9.6,6.1,0.087,39,reviewed,us,us
2016-03-02T12:49:48.360Z,-4.9082,94.275,24,7.8,mww,,26,6.996,1.59,us,us10004u1y,2016-03-04T17:40:14.569Z,"Southwest of Sumatra, Indonesia",earthquake,8,1.8,,,reviewed,us,us
2016-03-02T09:49:53.890Z,-18.6874,-70.7484,32.87,5,mwr,,139,0.405,1.17,us,us10004u0r,2016-03-03T20:17:44.000Z,"52km WSW of Arica, Chile",earthquake,2.9,4.8,0.047,44,reviewed,us,us
2016-03-02T06:35:11.580Z,29.7546,69.93,10,4.6,mb,,101,4.814,0.64,us,us10004u08,2016-03-02T14:37:43.453Z,"42km ESE of Barkhan, Pakistan",earthquake,10.4,1.9,0.091,36,reviewed,us,us
2016-03-02T06:09:12.900Z,-8.659,112.5384,79.99,5.1,mb,,53,1.606,1.44,us,us10004u04,2016-03-02T06:34:44.312Z,"34km S of Gombangan, Indonesia",earthquake,7.4,7,0.084,46,reviewed,us,us
2016-03-01T23:54:20.080Z,34.4068,25.4201,75.17,4.5,mb,,115,0.981,0.83,us,us10004tyv,2016-03-09T04:04:05.898Z,"70km SSE of Pirgos, Greece",earthquake,7.2,7.2,0.064,70,reviewed,us,us
2016-03-01T21:56:24.340Z,-7.4422,128.7202,123.87,4.5,mb,,79,2.611,0.59,us,us10004txm,2016-03-02T05:59:04.290Z,"291km W of Saumlaki, Indonesia",earthquake,10.7,8.3,0.093,34,reviewed,us,us
2016-03-01T20:12:31.950Z,-33.302,-177.9941,10,4.7,mb,,116,6.346,1.13,us,us10004tws,2016-03-02T17:12:37.697Z,"224km SSE of L'Esperance Rock, New Zealand",earthquake,6,1.9,0.104,33,reviewed,us,us
2016-03-01T18:30:36.330Z,-4.7139,153.3096,49.19,4.7,mb,,102,1.255,0.77,us,us10004tvm,2016-03-02T16:03:37.182Z,"41km SE of Taron, Papua New Guinea",earthquake,3.9,8.2,0.095,37,reviewed,us,us
2016-03-01T12:17:17.530Z,14.6669,-93.1779,35,5,mb,,140,1.442,1.3,us,us10004tt2,2016-03-01T20:19:48.776Z,"81km W of Puerto Madero, Mexico",earthquake,7.6,2,0.029,386,reviewed,us,us
2016-03-01T11:58:09.700Z,85.1104,11.067,10,4.6,mb,,54,6.236,1.12,us,us10004tsz,2016-03-01T20:00:36.070Z,"North of Svalbard",earthquake,7.7,1.9,0.071,59,reviewed,us,us
2016-03-01T09:26:40.170Z,-33.1796,-177.5878,10,5.7,mb,,133,3.933,0.89,us,us10004tsd,2016-03-01T17:29:09.505Z,"229km SSE of L'Esperance Rock, New Zealand",earthquake,10.4,1.9,0.087,50,reviewed,us,us
2016-03-01T08:50:11.840Z,-7.9431,-74.453,159.66,4.7,mb,,69,1.744,0.9,us,us10004ts5,2016-03-13T07:39:57.388Z,"49km NNE of Pucallpa, Peru",earthquake,8.2,5.5,0.047,139,reviewed,us,us
2016-03-01T08:00:36.050Z,-47.5123,99.8286,15.78,4.9,mb,,53,19.648,0.81,us,us10004trs,2016-03-12T11:18:30.806Z,"Southeast Indian Ridge",earthquake,5.3,3.8,0.089,40,reviewed,us,us
2016-03-01T07:33:41.990Z,36.0236,68.7058,35.29,4.5,mb,,51,1.505,1.07,us,us10004trp,2016-03-12T09:47:02.513Z,"8km N of Pul-e Khumri, Afghanistan",earthquake,5.7,5.8,0.09,36,reviewed,us,us
2016-03-01T07:11:06.050Z,-54.208,-1.4345,15.32,4.9,mb,,47,17.541,0.66,us,us10004up7,2016-03-12T09:36:03.494Z,"Bouvet Island region",earthquake,5.5,3.7,0.093,36,reviewed,us,us
2016-03-01T01:08:44.710Z,13.1232,-88.8203,72.4,5,mb,,110,0.688,1.32,us,us10004tqy,2016-03-01T17:06:08.620Z,"33km SW of Jiquilisco, El Salvador",earthquake,5.7,3.7,0.029,383,reviewed,us,us
2016-02-29T23:52:40.770Z,-16.5418,178.0144,10,4.5,mb,,119,1.196,0.73,us,us10004ufq,2016-03-14T05:39:44.021Z,"132km NNE of Lautoka, Fiji",earthquake,8.9,1.9,0.082,43,reviewed,us,us
2016-02-29T23:50:40.320Z,-28.8266,-12.7068,10,4.7,mb,,81,14.327,0.89,us,us10004ufp,2016-03-14T04:46:50.607Z,"Southern Mid-Atlantic Ridge",earthquake,7.8,1.9,0.134,17,reviewed,us,us
2016-02-29T23:42:15.900Z,-16.8664,-173.4804,56.17,4.8,mb,,65,3.367,0.88,us,us10004tqh,2016-03-08T06:13:58.358Z,"105km SSE of Hihifo, Tonga",earthquake,9,6.6,0.042,174,reviewed,us,us
2016-02-29T21:33:48.410Z,-18.5124,-174.5991,93.64,5.2,mb,,40,4.461,0.99,us,us10004tn9,2016-03-09T03:24:49.089Z,"66km WNW of Neiafu, Tonga",earthquake,8.2,1.2,0.068,71,reviewed,us,us
2016-02-29T19:47:38.480Z,23.9254,123.4273,23.22,5.1,mb,,94,0.659,1.03,us,us10004tmh,2016-03-04T00:16:50.301Z,"74km SE of Yonakuni, Japan",earthquake,6.5,4.3,0.045,158,reviewed,us,us
2016-02-29T18:37:18.470Z,43.1599,80.3128,81.08,4.7,mb,,167,2.343,0.66,us,us10004tm6,2016-03-03T23:57:48.807Z,"90km E of Kegen, Kazakhstan",earthquake,9.6,6.9,0.069,65,reviewed,us,us
2016-02-29T15:07:55.990Z,12.5911,-88.4876,53.29,4.5,mb,,150,1.308,0.72,us,us10004tl3,2016-02-29T23:10:33.242Z,"76km S of Puerto El Triunfo, El Salvador",earthquake,7.1,9.7,0.08,46,reviewed,us,us
2016-02-29T12:52:40.760Z,-9.0005,127.1933,35,4.5,mb,,47,2.983,0.94,us,us10004tkl,2016-03-12T09:17:46.456Z,"181km E of Aileu, East Timor",earthquake,6.7,1.9,0.111,24,reviewed,us,us
2016-02-29T12:29:54.390Z,4.2421,124.7356,320.46,4.5,mb,,61,2.931,0.99,us,us10004tkd,2016-03-12T09:03:57.464Z,"151km SSW of Sarangani, Philippines",earthquake,4.3,7.5,0.073,55,reviewed,us,us
2016-02-29T11:33:37.760Z,-28.5773,-179.08,383.7,4.5,mb,,54,1.208,0.85,us,us10004tka,2016-03-12T07:53:43.640Z,"138km WNW of Raoul Island, New Zealand",earthquake,11.5,5.7,0.088,38,reviewed,us,us
2016-02-29T10:40:34.640Z,1.9776,126.66,56.4,4.6,mb,,136,1.39,1.24,us,us10004tjy,2016-02-29T18:43:20.089Z,"152km W of Tobelo, Indonesia",earthquake,9.5,9.6,0.094,34,reviewed,us,us
2016-02-29T08:11:58.860Z,30.4922,139.1043,10,4.7,mb,,88,2.684,0.82,us,us10004tj7,2016-02-29T16:14:44.966Z,"294km SSW of Hachijo-jima, Japan",earthquake,7.5,1.9,0.08,47,reviewed,us,us
2016-02-29T07:10:44.400Z,2.1013,126.8601,26.72,4.5,mb,,167,1.414,0.97,us,us10004tiw,2016-02-29T15:13:24.458Z,"134km WNW of Tobelo, Indonesia",earthquake,10.5,6.3,0.104,27,reviewed,us,us
2016-02-29T03:54:41.210Z,39.6457,-29.7594,10,4.7,mb,,129,1.05,1,us,us10004uf0,2016-03-08T03:18:38.978Z,"118km E of Santa Cruz das Flores, Portugal",earthquake,8.3,1.7,0.076,53,reviewed,us,us
2016-02-28T19:05:45.290Z,-13.6949,-69.9015,73.24,4.5,mb,,143,3.094,1.33,us,us10004tfi,2016-02-29T03:08:26.727Z,"71km NE of Macusani, Peru",earthquake,9.3,12.2,0.151,13,reviewed,us,us
2016-02-28T18:24:45.040Z,71.642,-2.4395,10,4.7,mb,,87,6.445,1.17,us,us10004tf4,2016-02-29T02:27:26.721Z,"238km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.5,1.9,0.099,31,reviewed,us,us
2016-02-28T16:29:43.450Z,25.2531,124.8492,88.69,4.7,mb,,91,1.843,0.84,us,us10004tdz,2016-02-29T00:32:26.522Z,"66km NW of Hirara, Japan",earthquake,8.5,6.8,0.05,120,reviewed,us,us
2016-02-28T15:56:04.720Z,-17.2944,167.4984,13.13,4.9,mb,,107,1.858,0.7,us,us10004tds,2016-02-28T23:58:42.753Z,"100km WNW of Port-Vila, Vanuatu",earthquake,8.5,5,0.077,53,reviewed,us,us
2016-02-28T15:11:46.510Z,4.5065,-32.6079,10,4.8,mb,,56,10.779,0.66,us,us10004tdh,2016-02-28T23:14:27.757Z,"Central Mid-Atlantic Ridge",earthquake,10.9,1.9,0.043,169,reviewed,us,us
2016-02-28T11:37:46.630Z,-14.517,167.4209,177.37,4.5,mb,,57,0.948,1.09,us,us10004tcm,2016-03-11T13:03:03.830Z,"71km NE of Port-Olry, Vanuatu",earthquake,10.9,6.2,0.07,59,reviewed,us,us
2016-02-28T11:32:08.300Z,-18.7427,-177.8818,446.72,4.5,mb,,79,3.988,0.9,us,us10004tcf,2016-03-11T12:55:56.285Z,"227km NNE of Ndoi Island, Fiji",earthquake,11.3,6.7,0.07,59,reviewed,us,us
2016-02-28T09:06:25.870Z,5.2818,125.3296,177.61,5.5,mww,,22,1.793,1.2,us,us10004taw,2016-03-11T10:05:45.032Z,"20km SW of Sarangani, Philippines",earthquake,7.3,4.5,,,reviewed,us,us
2016-02-28T08:25:43.920Z,22.739,-63.3288,10,4.6,mb,,178,4.624,0.86,us,us10004tam,2016-02-28T16:28:21.548Z,"North Atlantic Ocean",earthquake,11.3,2,0.076,51,reviewed,us,us
2016-02-28T06:00:40.800Z,-4.4205,153.6209,98.67,4.9,mb,,74,1.47,0.59,us,us10004t9y,2016-02-28T14:03:07.755Z,"65km E of Taron, Papua New Guinea",earthquake,9.7,7.1,0.083,45,reviewed,us,us
2016-02-28T05:28:13.540Z,6.762,-72.972,157.17,4.6,mb,,58,2.33,1.03,us,us10004t9s,2016-03-04T19:52:10.968Z,"9km NE of Aratoca, Colombia",earthquake,9.2,10.8,0.046,139,reviewed,us,us
2016-02-28T04:29:22.740Z,-32.7522,57.2215,10,4.6,mb,,140,11.61,0.79,us,us10004ucx,2016-03-13T02:35:17.727Z,"Southwest Indian Ridge",earthquake,14.1,1.9,0.116,22,reviewed,us,us
2016-02-28T03:55:40.240Z,-7.4667,128.4847,127.63,4.7,mb,,39,2.835,0.94,us,us10004t9e,2016-03-13T01:33:04.963Z,"Kepulauan Barat Daya, Indonesia",earthquake,6.4,5.3,0.059,87,reviewed,us,us
2016-02-28T03:24:22.540Z,3.0258,128.46,215.86,4.5,mb,,33,2.491,0.74,us,us10004t97,2016-03-13T01:24:24.088Z,"151km NNE of Tobelo, Indonesia",earthquake,7.2,6,0.049,121,reviewed,us,us
2016-02-28T02:26:37.860Z,-55.35,-27.2872,25.46,4.5,mb,,80,5.427,0.62,us,us10004ucv,2016-03-13T02:08:23.568Z,"150km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.6,5.8,0.111,24,reviewed,us,us
2016-02-28T01:15:20.380Z,43.0965,141.7324,170.1,4.5,mb,,94,0.329,1.09,us,us10004t8j,2016-03-13T00:49:48.622Z,"11km S of Iwamizawa, Japan",earthquake,6.7,4.6,0.088,38,reviewed,us,us
2016-02-27T22:37:05.510Z,-8.9862,124.1401,98.65,5,mb,,61,0.774,1.24,us,us10004t7q,2016-02-28T06:39:41.662Z,"63km NW of Kefamenanu, Indonesia",earthquake,6.5,6.1,0.07,66,reviewed,us,us
2016-02-27T21:29:43.370Z,-51.782,139.5587,10,5.9,mb,,44,10.314,0.64,us,us10004t7g,2016-02-28T05:32:09.949Z,"Western Indian-Antarctic Ridge",earthquake,8.3,1.8,0.055,121,reviewed,us,us
2016-02-27T18:20:42.860Z,-17.985,-178.4463,548.37,5.1,mb,,74,3.342,1.09,us,us10004t6m,2016-03-01T15:41:23.595Z,"288km SE of Lambasa, Fiji",earthquake,8.5,5.3,0.056,103,reviewed,us,us
2016-02-27T15:37:32.570Z,38.9364,142.5653,23.77,4.8,mb,,146,1.755,1.27,us,us10004t5i,2016-02-27T23:40:07.680Z,"69km ESE of Kamaishi, Japan",earthquake,7.1,6,0.098,32,reviewed,us,us
2016-02-27T14:43:02.380Z,-40.5547,176.8849,41.49,4.5,mb,,128,0.502,0.96,us,us10004t5a,2016-02-27T22:45:33.178Z,"68km NE of Castlepoint, New Zealand",earthquake,8.4,10.1,0.136,16,reviewed,us,us
2016-02-27T12:37:10.010Z,-59.7481,-25.5619,64.51,4.6,mb,,73,8.089,0.74,us,us10004u3j,2016-03-11T09:38:30.358Z,"96km SE of Bristol Island, South Sandwich Islands",earthquake,10.4,6.5,0.173,10,reviewed,us,us
2016-02-27T10:48:38.210Z,18.3331,145.9479,136.86,4.5,mb,,103,3.078,0.64,us,us10004t4k,2016-02-27T18:51:18.609Z,"30km NE of Pagan, Northern Mariana Islands",earthquake,11.5,7.6,0.078,49,reviewed,us,us
2016-02-27T03:31:06.370Z,3.6377,124.4825,319.96,4.6,mb,,103,3.579,0.9,us,us10004t39,2016-02-27T11:33:33.227Z,"223km SSW of Sarangani, Philippines",earthquake,8.1,7.9,0.069,63,reviewed,us,us
2016-02-27T03:20:50.710Z,4.5678,-32.6187,10,4.9,mb,,92,25.211,0.47,us,us10004t3b,2016-02-27T11:23:26.525Z,"Central Mid-Atlantic Ridge",earthquake,6,1.9,0.061,84,reviewed,us,us
2016-02-27T02:59:53.200Z,22.3373,121.1984,13.71,4.5,mb,,93,0.49,0.77,us,us10004t34,2016-02-27T11:02:39.210Z,"46km S of Taitung City, Taiwan",earthquake,3.1,4,0.108,25,reviewed,us,us
2016-02-27T02:41:46.010Z,4.4827,-32.6649,10,5.5,mb,,50,10.739,0.76,us,us10004t2t,2016-03-02T21:59:49.000Z,"Central Mid-Atlantic Ridge",earthquake,8.9,1.8,0.027,482,reviewed,us,us
